Exchange,Side,Symbol,Size,Price
IEX,Bid,AAPL,1100,150.11
NASDAQ,Bid,GOOG,2600,925.92
NYSE,Bid,AAPL,1600,150.26
NYSE,Bid,AAPL,4900,150.65
NASDAQ,Bid,GOOG,4300,925.62
NYSE,Ask,AAPL,2000,150.41
NASDAQ,Ask,GOOG,1300,926.1
NYSE,Ask,AAPL,4300,150.86
NYSE,Bid,GOOG,1400,925.33
NYSE,Ask,AAPL,4500,150.51
NYSE,Ask,AAPL,2700,150.44
NYSE,Ask,GOOG,300,925.81
NYSE,Ask,AAPL,1600,150.48
NYSE,Ask,GOOG,3400,926.41
NASDAQ,Bid,GOOG,3800,927.18
IEX,Ask,AAPL,300,151.47
NASDAQ,Ask,AAPL,4900,151.2
NASDAQ,Ask,GOOG,1100,926.46
IEX,Ask,AAPL,1200,151.36
NASDAQ,Ask,AAPL,4100,150.77
IEX,Bid,GOOG,300,926.59
NYSE,Ask,AAPL,3000,149.86
NYSE,Bid,AAPL,4700,150.08
NASDAQ,Ask,GOOG,2800,926.12
NASDAQ,Ask,AAPL,2700,149.25
NYSE,Bid,AAPL,3300,150.18
IEX,Ask,AAPL,2400,150.55
NYSE,Ask,GOOG,3200,926.59
NYSE,Bid,GOOG,4400,927.25
NASDAQ,Bid,AAPL,3600,150.86
NYSE,Bid,AAPL,1700,151.43
NASDAQ,Ask,GOOG,3800,926.68
NYSE,Ask,AAPL,1000,151.04
NASDAQ,Ask,GOOG,3600,927.07
NASDAQ,Bid,GOOG,3800,927.42
NASDAQ,Ask,AAPL,2000,151.53
NYSE,Ask,GOOG,4000,928.32
NASDAQ,Ask,GOOG,300,928.37
NYSE,Ask,AAPL,2800,150.73
NYSE,Bid,GOOG,3300,928.56
NASDAQ,Ask,GOOG,3700,927.81
IEX,Ask,AAPL,4600,150.02
NYSE,Bid,AAPL,2500,149.54
NASDAQ,Bid,GOOG,1500,928.16
NYSE,Ask,AAPL,2600,149.43
NYSE,Bid,GOOG,2800,927.21
NASDAQ,Bid,GOOG,700,927.41
NASDAQ,Bid,AAPL,2600,149.25
NASDAQ,Bid,AAPL,2100,148.95
NASDAQ,Ask,GOOG,200,927.06
NYSE,Ask,GOOG,3900,927.95
NASDAQ,Ask,AAPL,100,149.94
NASDAQ,Ask,GOOG,4000,927.58
NASDAQ,Ask,AAPL,3200,148.98
NYSE,Ask,GOOG,3300,926.89
NASDAQ,Ask,GOOG,3000,926.41
NASDAQ,Ask,AAPL,2200,149.63
NASDAQ,Bid,GOOG,4300,926.34
NASDAQ,Ask,AAPL,2200,148.84
NASDAQ,Bid,AAPL,3500,149.74
IEX,Bid,GOOG,3500,925.75
NASDAQ,Bid,GOOG,800,925.68
IEX,Ask,AAPL,3800,149.91
IEX,Ask,GOOG,1300,924.82
NYSE,Bid,AAPL,2900,149.5
NYSE,Bid,AAPL,1400,149.52
NASDAQ,Ask,AAPL,4600,150.34
IEX,Bid,GOOG,2200,925.55
NYSE,Ask,GOOG,4200,925.81
IEX,Bid,AAPL,3900,150.08
NASDAQ,Bid,AAPL,2900,149.31
NASDAQ,Ask,AAPL,3400,149.24
NASDAQ,Ask,GOOG,200,924.82
NASDAQ,Bid,GOOG,5000,924.51
NASDAQ,Bid,AAPL,2700,149.08
IEX,Ask,AAPL,3200,148.82
NASDAQ,Ask,AAPL,4600,148.02
NYSE,Bid,GOOG,4100,924.33
IEX,Ask,GOOG,3600,923.72
NYSE,Ask,AAPL,2800,148.4
NASDAQ,Bid,GOOG,2900,923.5
NYSE,Ask,GOOG,3000,923.24
NASDAQ,Bid,AAPL,400,147.53
NASDAQ,Bid,GOOG,2700,923.86
NYSE,Bid,GOOG,4900,924.67
IEX,Bid,AAPL,2900,147.74
NASDAQ,Bid,AAPL,4300,148.59
NASDAQ,Bid,GOOG,1300,924.08
NASDAQ,Ask,AAPL,2600,148.32
IEX,Bid,GOOG,3800,925.04
NYSE,Bid,AAPL,300,147.66
NYSE,Bid,AAPL,1900,148.62
NYSE,Ask,AAPL,2100,149.57
NYSE,Ask,GOOG,4400,924.94
NASDAQ,Ask,GOOG,4100,925.18
NASDAQ,Ask,AAPL,2900,150.19
NYSE,Ask,GOOG,3300,925.3
IEX,Bid,AAPL,1700,149.61
IEX,Bid,GOOG,1900,925.76
NASDAQ,Ask,GOOG,4900,925.9
IEX,Ask,AAPL,3700,149.15
NASDAQ,Bid,AAPL,700,148.6
IEX,Ask,GOOG,2000,925.11
NYSE,Ask,AAPL,1200,148.62
NYSE,Bid,GOOG,4400,924.69
NASDAQ,Bid,GOOG,4800,924.66
IEX,Ask,AAPL,4200,149.54
IEX,Ask,AAPL,4800,148.57
NYSE,Ask,GOOG,2100,924.61
NASDAQ,Ask,AAPL,3300,147.89
NASDAQ,Ask,GOOG,4700,924.54
NYSE,Ask,AAPL,400,148.73
NASDAQ,Ask,GOOG,4400,925.37
IEX,Ask,AAPL,400,148.73
NASDAQ,Bid,GOOG,4100,924.67
IEX,Bid,AAPL,1400,149.68
NYSE,Ask,AAPL,4300,148.82
IEX,Bid,GOOG,1700,924.65
NASDAQ,Ask,AAPL,3700,148.16
NYSE,Ask,AAPL,2500,147.9
NASDAQ,Ask,GOOG,1500,925.64
NASDAQ,Bid,AAPL,4400,148.68
NASDAQ,Bid,AAPL,3600,147.69
NASDAQ,Ask,GOOG,1300,926.11
NYSE,Bid,GOOG,3900,925.68
NASDAQ,Ask,GOOG,600,925.76
IEX,Bid,AAPL,3000,146.89
NYSE,Ask,AAPL,1700,146.35
NYSE,Ask,GOOG,4200,925.52
NYSE,Ask,AAPL,3000,146.35
NASDAQ,Bid,GOOG,4600,924.77
IEX,Bid,GOOG,4800,925.34
NYSE,Bid,GOOG,2700,924.49
NYSE,Ask,AAPL,3300,146.43
NYSE,Ask,AAPL,1400,145.67
IEX,Ask,GOOG,1000,924.55
NASDAQ,Ask,GOOG,3700,924.35
NYSE,Bid,AAPL,4400,146.08
NYSE,Ask,AAPL,3100,145.82
IEX,Bid,GOOG,2300,925.02
NYSE,Ask,AAPL,1500,145.15
NASDAQ,Ask,GOOG,1600,925.93
IEX,Ask,GOOG,3300,925.57
NYSE,Bid,AAPL,600,144.45
NASDAQ,Ask,GOOG,3900,925.16
NASDAQ,Bid,AAPL,300,145.13
NYSE,Bid,AAPL,5000,144.19
NASDAQ,Ask,GOOG,3100,925.75
NYSE,Bid,GOOG,4700,926.38
NASDAQ,Bid,AAPL,4800,143.93
NYSE,Ask,AAPL,1700,143.82
NYSE,Bid,GOOG,900,926.79
NYSE,Bid,AAPL,5000,143.83
IEX,Ask,AAPL,1500,143.09
NYSE,Bid,GOOG,200,927.14
NASDAQ,Bid,GOOG,2800,926.46
NASDAQ,Bid,GOOG,3500,925.95
NYSE,Bid,AAPL,900,142.19
NYSE,Bid,GOOG,4800,925.44
NASDAQ,Bid,GOOG,600,925.17
NASDAQ,Ask,GOOG,3900,924.93
NYSE,Bid,AAPL,2100,141.64
NYSE,Bid,AAPL,2800,141.76
NYSE,Bid,AAPL,3100,141.97
NASDAQ,Bid,GOOG,4200,924.51
IEX,Bid,AAPL,2400,141.83
NYSE,Ask,GOOG,2900,924.55
NYSE,Ask,AAPL,1000,142.3
NYSE,Ask,GOOG,1900,925.19
NASDAQ,Bid,GOOG,3900,925.89
NYSE,Ask,AAPL,100,142
NYSE,Ask,GOOG,4600,924.93
NASDAQ,Ask,AAPL,700,142.21
NYSE,Bid,AAPL,2400,142.09
IEX,Bid,GOOG,4600,925.21
NASDAQ,Bid,AAPL,300,142.96
NYSE,Ask,GOOG,500,925.77
NASDAQ,Ask,AAPL,1800,143.78
NASDAQ,Bid,AAPL,2800,144.61
NYSE,Ask,AAPL,1000,144.2
NYSE,Bid,GOOG,2100,925.98
IEX,Bid,AAPL,2500,144.8
NYSE,Ask,GOOG,1300,925.25
NYSE,Bid,GOOG,100,924.41
IEX,Bid,GOOG,2600,924.08
NYSE,Bid,AAPL,4300,144.28
IEX,Ask,AAPL,1500,143.68
NYSE,Bid,GOOG,4200,923.57
NASDAQ,Ask,AAPL,1200,143.46
NYSE,Bid,GOOG,3000,922.61
NASDAQ,Bid,GOOG,2300,923.53
NYSE,Bid,AAPL,2800,143.81
NYSE,Ask,GOOG,1400,923.79
NASDAQ,Ask,AAPL,1800,143.71
IEX,Bid,GOOG,3800,923.54
NYSE,Bid,AAPL,3200,143.71
NASDAQ,Ask,AAPL,2400,144.68
NYSE,Ask,GOOG,3900,923.86
NYSE,Ask,AAPL,3500,144.34
NYSE,Ask,AAPL,600,144.6
NASDAQ,Bid,GOOG,4900,924.85
NASDAQ,Bid,AAPL,600,144.71
NYSE,Bid,GOOG,3400,924.83
NASDAQ,Bid,AAPL,2400,145.44
NASDAQ,Bid,GOOG,4700,925.1
NYSE,Bid,AAPL,5000,145.53
IEX,Bid,GOOG,3000,925.97
NYSE,Ask,AAPL,2700,145.21
NASDAQ,Bid,AAPL,100,145.34
NYSE,Ask,GOOG,3600,926.69
NASDAQ,Ask,GOOG,3700,927.28
NYSE,Ask,GOOG,3200,926.58
IEX,Ask,AAPL,500,144.57
NYSE,Bid,GOOG,2300,925.84
IEX,Bid,GOOG,4900,926.73
NASDAQ,Ask,GOOG,4400,927.66
IEX,Ask,AAPL,2000,144.51
NYSE,Ask,AAPL,3300,144.04
NYSE,Ask,GOOG,5000,927.01
NASDAQ,Bid,AAPL,2300,144.75
NYSE,Bid,GOOG,4400,926.85
NASDAQ,Bid,AAPL,3100,144.71
IEX,Bid,GOOG,2300,927.82
NYSE,Bid,AAPL,3000,145.59
NYSE,Ask,AAPL,1100,145.31
NYSE,Bid,GOOG,1700,927.26
NYSE,Ask,GOOG,500,926.67
NYSE,Ask,GOOG,3700,927.08
NYSE,Ask,GOOG,1900,926.46
NYSE,Ask,GOOG,2100,926.88
NYSE,Ask,AAPL,1400,144.66
IEX,Ask,GOOG,5000,926.02
IEX,Bid,GOOG,500,926.59
NYSE,Ask,GOOG,2600,926.47
NYSE,Ask,GOOG,1900,927.2
NYSE,Bid,AAPL,5000,144.93
NASDAQ,Bid,GOOG,3900,927.44
NASDAQ,Ask,GOOG,100,928.19
NASDAQ,Ask,AAPL,4500,145.9
NYSE,Ask,AAPL,2900,145.24
NYSE,Ask,GOOG,3500,929.15
NASDAQ,Ask,GOOG,4500,928.48
NYSE,Bid,GOOG,3600,927.63
IEX,Bid,AAPL,4700,144.41
IEX,Ask,AAPL,1100,143.72
NYSE,Ask,GOOG,2100,926.77
NYSE,Bid,GOOG,200,927.65
NASDAQ,Bid,GOOG,3900,928.27
NYSE,Bid,AAPL,2100,143.43
NYSE,Bid,AAPL,800,142.43
NYSE,Ask,AAPL,3000,142.22
NYSE,Bid,GOOG,2800,928.33
NASDAQ,Ask,GOOG,1100,928.28
NYSE,Ask,AAPL,3100,142.58
NYSE,Ask,AAPL,2400,142.37
NYSE,Bid,GOOG,500,928.07
NYSE,Ask,AAPL,700,143.01
NYSE,Bid,GOOG,3400,928.29
NASDAQ,Ask,GOOG,2400,929.02
NASDAQ,Bid,GOOG,700,929.91
NASDAQ,Bid,AAPL,1000,143.28
IEX,Bid,GOOG,3200,930.12
NASDAQ,Ask,AAPL,4300,142.49
IEX,Bid,AAPL,800,143
NASDAQ,Ask,AAPL,1800,142.42
NYSE,Bid,GOOG,3600,930.41
NYSE,Ask,AAPL,4600,142.99
NASDAQ,Ask,GOOG,4400,930.08
IEX,Bid,GOOG,3800,929.12
NASDAQ,Ask,AAPL,200,142.32
IEX,Bid,AAPL,4300,142.64
NYSE,Bid,AAPL,3200,141.85
NASDAQ,Ask,GOOG,3800,929.94
NYSE,Bid,GOOG,3100,930.71
IEX,Ask,AAPL,4900,142.74
NYSE,Ask,GOOG,2700,931.1
NASDAQ,Ask,AAPL,1700,142.76
NYSE,Ask,AAPL,1900,143.2
NYSE,Ask,GOOG,1200,930.54
IEX,Bid,AAPL,900,143.9
NASDAQ,Ask,GOOG,600,931.47
NYSE,Bid,GOOG,200,931.77
IEX,Bid,AAPL,3200,144.82
NYSE,Bid,GOOG,3800,932.33
NYSE,Bid,GOOG,2300,931.5
NASDAQ,Ask,AAPL,1900,145.02
NASDAQ,Ask,GOOG,4500,930.65
NASDAQ,Ask,AAPL,4400,145.63
NYSE,Bid,GOOG,2100,930.55
IEX,Ask,AAPL,600,146.17
NASDAQ,Ask,AAPL,1900,145.27
NYSE,Ask,AAPL,3900,145.09
NASDAQ,Ask,AAPL,3000,145.25
NASDAQ,Bid,GOOG,1200,931.48
IEX,Bid,AAPL,3500,145.05
NASDAQ,Ask,AAPL,2100,144.6
NASDAQ,Ask,GOOG,400,931.84
NASDAQ,Bid,AAPL,2900,143.83
NYSE,Bid,AAPL,1800,143.68
NASDAQ,Bid,GOOG,4900,932.02
IEX,Bid,GOOG,2800,931.57
NYSE,Bid,AAPL,2300,144.51
NYSE,Ask,GOOG,900,932.35
NYSE,Ask,AAPL,2300,145.07
NYSE,Ask,GOOG,3700,931.37
NASDAQ,Bid,GOOG,700,931.3
NYSE,Ask,AAPL,2800,145.25
NASDAQ,Bid,GOOG,1100,932
NYSE,Bid,AAPL,400,145.76
NYSE,Bid,GOOG,2300,931.94
NASDAQ,Bid,GOOG,2100,932.47
NYSE,Ask,AAPL,2900,145.99
IEX,Bid,GOOG,300,932.91
IEX,Bid,GOOG,400,932.19
IEX,Bid,GOOG,4800,932.6
NYSE,Ask,AAPL,3900,146.04
NASDAQ,Bid,GOOG,2100,933.29
NASDAQ,Ask,AAPL,3000,145.31
NYSE,Ask,GOOG,3000,933.65
NASDAQ,Ask,AAPL,4600,144.88
NYSE,Ask,GOOG,4000,932.96
NASDAQ,Bid,AAPL,1200,144.2
NYSE,Ask,GOOG,3100,932.14
NYSE,Ask,AAPL,100,144.14
NYSE,Ask,GOOG,3400,933.09
IEX,Ask,AAPL,4800,144.32
NYSE,Ask,AAPL,600,144.15
NYSE,Ask,GOOG,1200,932.83
NYSE,Bid,AAPL,1600,143.79
NASDAQ,Ask,GOOG,1700,932.44
NYSE,Ask,AAPL,2500,144.45
NYSE,Ask,GOOG,4700,932.89
IEX,Bid,GOOG,1800,932
NASDAQ,Bid,AAPL,4800,145.34
NASDAQ,Ask,GOOG,2200,931.96
NYSE,Bid,GOOG,300,930.97
NASDAQ,Ask,AAPL,4300,144.37
NYSE,Bid,AAPL,1600,144.61
NASDAQ,Bid,GOOG,4800,931.17
NYSE,Bid,AAPL,800,143.63
NASDAQ,Bid,AAPL,3700,144.29
IEX,Bid,GOOG,2200,930.27
NYSE,Ask,GOOG,1600,930.73
NYSE,Ask,AAPL,3300,144.04
NASDAQ,Ask,GOOG,5000,929.82
NYSE,Ask,AAPL,1000,144.14
NYSE,Ask,AAPL,800,144.23
NYSE,Bid,GOOG,4100,929.17
NYSE,Ask,GOOG,2300,929.96
IEX,Ask,AAPL,1400,144.43
NASDAQ,Ask,AAPL,700,144.93
NASDAQ,Ask,GOOG,2800,929.86
NYSE,Ask,GOOG,2400,930.64
NASDAQ,Ask,GOOG,1900,930.29
NYSE,Ask,AAPL,3100,145.24
NYSE,Ask,GOOG,2300,929.9
NASDAQ,Bid,AAPL,4500,145.23
NASDAQ,Bid,GOOG,300,929.67
NASDAQ,Ask,GOOG,2300,928.95
NYSE,Bid,GOOG,1100,929.23
NYSE,Ask,AAPL,1200,144.82
NYSE,Ask,GOOG,3200,929.82
IEX,Bid,AAPL,3900,143.86
NASDAQ,Ask,AAPL,3300,142.96
NASDAQ,Bid,GOOG,4100,928.85
NYSE,Bid,AAPL,3800,142.93
NYSE,Ask,AAPL,500,143.79
IEX,Bid,GOOG,500,928.41
NYSE,Bid,AAPL,4900,143.6
NYSE,Bid,GOOG,4600,928.05
NYSE,Ask,AAPL,3600,144.52
NYSE,Bid,AAPL,3600,144.28
IEX,Bid,GOOG,4600,928.09
NYSE,Ask,AAPL,1900,143.68
NASDAQ,Ask,GOOG,5000,928.5
IEX,Bid,AAPL,500,142.89
NYSE,Bid,GOOG,1600,929.12
NYSE,Ask,GOOG,1100,929.35
NYSE,Ask,AAPL,2000,143.86
IEX,Bid,AAPL,2400,143.36
NASDAQ,Ask,GOOG,4000,929.21
NYSE,Bid,AAPL,700,142.59
NYSE,Ask,GOOG,1000,928.23
NASDAQ,Bid,AAPL,4700,141.76
NYSE,Bid,GOOG,200,927.58
IEX,Ask,AAPL,3800,141.02
NASDAQ,Bid,AAPL,3600,141.36
NYSE,Ask,GOOG,4900,926.72
NASDAQ,Ask,AAPL,4000,141.54
IEX,Ask,GOOG,2400,926.07
NASDAQ,Bid,AAPL,800,142.34
NASDAQ,Bid,GOOG,3700,925.43
NYSE,Bid,GOOG,2600,924.84
NYSE,Ask,GOOG,2000,925.19
NYSE,Ask,AAPL,2000,141.45
NASDAQ,Bid,AAPL,1900,142.04
NASDAQ,Bid,GOOG,2400,924.29
NYSE,Ask,GOOG,2800,925.21
NASDAQ,Bid,AAPL,100,142.06
NASDAQ,Ask,GOOG,1600,924.77
NASDAQ,Bid,AAPL,3000,142.29
IEX,Ask,AAPL,3900,142.5
NYSE,Ask,GOOG,3200,924.75
NYSE,Ask,AAPL,4300,142.68
NYSE,Ask,GOOG,800,924.75
NYSE,Ask,AAPL,600,141.76
NYSE,Ask,GOOG,1700,925.34
IEX,Bid,AAPL,2700,140.97
NYSE,Ask,GOOG,4600,925.14
NYSE,Ask,AAPL,1800,140.36
NASDAQ,Bid,AAPL,200,140.92
NYSE,Ask,GOOG,5000,924.47
NASDAQ,Bid,AAPL,800,141.11
NYSE,Ask,GOOG,3300,925.46
NYSE,Ask,GOOG,2000,925.19
IEX,Bid,GOOG,4600,924.51
NYSE,Ask,AAPL,1000,142
NYSE,Bid,AAPL,2200,142.72
NYSE,Bid,GOOG,300,924.78
NASDAQ,Ask,GOOG,600,924.8
NASDAQ,Ask,AAPL,2100,142.95
NASDAQ,Ask,AAPL,3900,143.25
NYSE,Ask,AAPL,400,143.57
NASDAQ,Ask,GOOG,1400,924.05
IEX,Ask,AAPL,2200,143.77
IEX,Bid,GOOG,1900,924.8
NASDAQ,Bid,AAPL,3800,144.4
NASDAQ,Ask,AAPL,3400,144.05
NYSE,Ask,AAPL,400,144.06
NYSE,Bid,AAPL,4500,144
NYSE,Bid,GOOG,4100,924.77
NYSE,Ask,GOOG,2400,925.13
IEX,Bid,AAPL,4400,143.97
NASDAQ,Ask,GOOG,3300,924.8
NYSE,Bid,AAPL,3500,144.86
NASDAQ,Bid,AAPL,5000,145.72
NYSE,Bid,GOOG,100,924.18
NYSE,Bid,AAPL,3200,145.37
NASDAQ,Ask,GOOG,3000,923.53
IEX,Bid,AAPL,700,146.09
NYSE,Ask,GOOG,1700,923.07
NYSE,Bid,AAPL,2900,146.83
NYSE,Bid,GOOG,100,923.94
NYSE,Ask,GOOG,200,923.69
NASDAQ,Bid,AAPL,2600,146.62
NASDAQ,Bid,GOOG,1800,924.19
NYSE,Ask,AAPL,1400,146.66
IEX,Ask,GOOG,5000,924.89
IEX,Ask,AAPL,300,146.65
IEX,Ask,AAPL,3700,146.4
NASDAQ,Ask,AAPL,5000,146.27
NASDAQ,Bid,GOOG,200,924.69
NASDAQ,Ask,AAPL,3700,146.86
NASDAQ,Ask,AAPL,3200,146.83
NASDAQ,Bid,AAPL,400,146.45
NASDAQ,Ask,GOOG,900,924.33
NYSE,Ask,AAPL,2500,147.42
IEX,Ask,GOOG,2400,923.8
NYSE,Ask,AAPL,1100,148.11
NASDAQ,Ask,AAPL,4900,148.91
NYSE,Ask,AAPL,400,148.64
NYSE,Ask,GOOG,1000,923.41
NASDAQ,Ask,GOOG,2500,924.38
IEX,Ask,AAPL,4000,147.91
NYSE,Ask,GOOG,4200,925.21
NYSE,Ask,GOOG,500,924.25
NASDAQ,Ask,AAPL,4800,147.98
NYSE,Ask,GOOG,2700,923.57
NASDAQ,Ask,GOOG,1000,922.81
NYSE,Ask,AAPL,5000,148.65
NYSE,Ask,AAPL,2100,149.15
IEX,Ask,GOOG,4800,922.71
NASDAQ,Bid,AAPL,2600,148.53
IEX,Bid,AAPL,4000,147.83
NASDAQ,Ask,GOOG,5000,923.48
NYSE,Ask,AAPL,2700,147.9
NYSE,Ask,GOOG,2600,922.48
NASDAQ,Ask,GOOG,3400,922.18
NYSE,Bid,GOOG,2800,921.24
NYSE,Bid,AAPL,1200,148.74
NASDAQ,Bid,GOOG,400,921.91
NYSE,Bid,GOOG,4500,921.29
IEX,Ask,AAPL,900,149.7
NYSE,Ask,GOOG,3300,921.43
NYSE,Bid,AAPL,3500,150.07
NASDAQ,Bid,AAPL,2600,150.1
NYSE,Bid,AAPL,3000,149.92
NYSE,Bid,GOOG,3500,922.14
NASDAQ,Ask,AAPL,4900,150.01
NASDAQ,Bid,GOOG,200,923.08
NASDAQ,Bid,GOOG,2200,923.18
NYSE,Bid,AAPL,800,149.98
NASDAQ,Ask,GOOG,2400,922.69
NYSE,Bid,GOOG,1400,922.04
NYSE,Ask,AAPL,4500,150.2
NASDAQ,Ask,GOOG,3800,922.84
IEX,Ask,GOOG,1100,922.08
IEX,Ask,AAPL,1800,149.6
IEX,Bid,GOOG,2500,922.03
NASDAQ,Bid,AAPL,2600,150.18
NYSE,Ask,AAPL,2000,149.43
IEX,Ask,GOOG,3100,922.6
NASDAQ,Ask,AAPL,200,149.43
NYSE,Ask,GOOG,200,921.95
NYSE,Ask,AAPL,3700,149.44
NYSE,Bid,AAPL,4200,149.58
NASDAQ,Bid,AAPL,3900,149.1
NYSE,Bid,GOOG,2300,922.28
IEX,Ask,AAPL,500,148.43
NASDAQ,Bid,GOOG,1600,922.62
NASDAQ,Bid,GOOG,1400,922.81
NYSE,Ask,AAPL,4100,147.5
NYSE,Bid,GOOG,700,922.1
NYSE,Bid,GOOG,3700,922.27
NASDAQ,Bid,GOOG,4500,921.48
NYSE,Ask,AAPL,4500,147.45
IEX,Ask,GOOG,3800,921.33
NYSE,Ask,GOOG,4700,922.28
NASDAQ,Bid,AAPL,3500,148.12
NYSE,Bid,GOOG,2100,921.9
NYSE,Ask,AAPL,4800,148.79
NYSE,Bid,AAPL,2800,148.58
NYSE,Ask,GOOG,5000,922.87
NASDAQ,Bid,GOOG,500,922.17
NYSE,Bid,AAPL,700,148.56
NYSE,Bid,AAPL,3600,148.75
NYSE,Ask,GOOG,3800,922.8
NASDAQ,Ask,GOOG,600,923.26
IEX,Ask,AAPL,4200,148.92
NASDAQ,Bid,GOOG,1300,922.88
NYSE,Bid,AAPL,2600,149.22
NYSE,Bid,GOOG,1800,922.01
NASDAQ,Ask,AAPL,4900,149.79
NYSE,Ask,GOOG,2200,922.12
NASDAQ,Ask,GOOG,1900,922.19
NASDAQ,Bid,GOOG,400,921.24
NYSE,Ask,AAPL,4900,150.18
NASDAQ,Ask,GOOG,500,920.49
NYSE,Bid,GOOG,4000,921.37
NASDAQ,Bid,AAPL,5000,151.07
NYSE,Bid,GOOG,1600,922.28
NASDAQ,Ask,AAPL,800,150.43
NYSE,Ask,AAPL,3500,149.92
IEX,Bid,GOOG,3000,921.79
NASDAQ,Bid,GOOG,800,922.08
NYSE,Bid,GOOG,1900,922.95
NASDAQ,Ask,AAPL,1100,149.66
NYSE,Ask,GOOG,900,922.52
NASDAQ,Ask,AAPL,2500,150.16
IEX,Bid,AAPL,1500,150.47
NYSE,Ask,AAPL,500,151.47
IEX,Bid,AAPL,600,150.61
NYSE,Bid,AAPL,4700,150.84
NYSE,Ask,GOOG,1800,922.52
NYSE,Ask,GOOG,1700,923.28
NYSE,Ask,AAPL,1000,150.22
NASDAQ,Ask,AAPL,1000,149.38
NYSE,Ask,GOOG,300,922.95
NYSE,Ask,AAPL,2100,149.56
IEX,Ask,GOOG,2100,922.46
NYSE,Bid,GOOG,100,922.5
NASDAQ,Bid,AAPL,100,149.25
NYSE,Ask,GOOG,4100,922.21
NASDAQ,Ask,GOOG,3500,921.62
NASDAQ,Bid,GOOG,4800,921.41
NYSE,Bid,AAPL,1300,149.02
IEX,Ask,AAPL,2700,149.08
NYSE,Ask,GOOG,3400,922.25
NASDAQ,Ask,AAPL,4100,150.07
NYSE,Ask,GOOG,4000,922.02
NASDAQ,Bid,AAPL,1100,150.7
NASDAQ,Ask,GOOG,4600,922.36
NYSE,Bid,AAPL,800,150.72
NYSE,Bid,GOOG,2700,923
NYSE,Bid,AAPL,3600,150.1
IEX,Bid,GOOG,500,923.25
NASDAQ,Ask,GOOG,3900,922.8
IEX,Bid,AAPL,3000,150.23
IEX,Ask,GOOG,4900,923.56
NYSE,Bid,AAPL,5000,149.66
NASDAQ,Ask,AAPL,2100,149.65
NASDAQ,Ask,GOOG,200,923.19
NASDAQ,Bid,AAPL,4500,150.47
NYSE,Ask,AAPL,4800,150.22
NYSE,Ask,GOOG,1000,922.99
NYSE,Ask,GOOG,4800,923.59
IEX,Bid,GOOG,3000,923.14
NYSE,Bid,AAPL,2100,149.83
IEX,Ask,GOOG,4800,923.63
NYSE,Bid,AAPL,300,149.69
NASDAQ,Bid,AAPL,3700,150.65
NYSE,Bid,AAPL,900,150.1
NYSE,Ask,GOOG,3100,924.44
IEX,Ask,GOOG,700,924.89
NASDAQ,Bid,AAPL,1200,150.05
NYSE,Bid,GOOG,4100,924.15
IEX,Ask,AAPL,2300,149.57
IEX,Bid,AAPL,1900,150.05
NYSE,Ask,GOOG,2200,923.45
IEX,Bid,AAPL,3300,149.09
NASDAQ,Ask,GOOG,3700,922.52
NASDAQ,Ask,GOOG,2400,922.91
NASDAQ,Bid,GOOG,5000,922.32
NYSE,Ask,GOOG,5000,922.6
NASDAQ,Ask,AAPL,3100,149.55
IEX,Bid,AAPL,1200,149.45
NASDAQ,Ask,GOOG,1200,923.46
NYSE,Ask,AAPL,4100,149.06
NYSE,Ask,GOOG,4500,923.34
NYSE,Ask,AAPL,2200,149.77
NASDAQ,Ask,GOOG,3600,923.35
NYSE,Ask,GOOG,600,923.62
NASDAQ,Bid,AAPL,600,149.32
NYSE,Bid,GOOG,1500,924.04
NYSE,Ask,AAPL,400,150.3
NASDAQ,Bid,AAPL,1700,149.79
NYSE,Ask,GOOG,2400,924.62
NYSE,Bid,GOOG,5000,925.62
IEX,Bid,AAPL,4000,149.29
NASDAQ,Bid,AAPL,1000,148.46
IEX,Bid,AAPL,4200,148.33
IEX,Ask,GOOG,4600,925.03
NASDAQ,Bid,GOOG,1000,925.81
NYSE,Bid,AAPL,2500,149.17
NASDAQ,Bid,GOOG,1500,926.47
NASDAQ,Bid,AAPL,100,148.55
NYSE,Ask,AAPL,1700,148.84
NYSE,Ask,AAPL,500,149.03
NYSE,Bid,GOOG,600,925.63
NYSE,Bid,GOOG,3900,925.43
IEX,Bid,AAPL,4300,149.79
NYSE,Bid,AAPL,300,150.17
NYSE,Ask,GOOG,4100,924.69
NASDAQ,Ask,GOOG,2900,925.18
IEX,Bid,GOOG,900,924.86
NYSE,Ask,AAPL,4400,149.64
NYSE,Ask,GOOG,4800,924.59
NASDAQ,Bid,AAPL,4400,149.91
NYSE,Ask,GOOG,5000,923.84
NASDAQ,Ask,AAPL,2100,150.38
IEX,Ask,GOOG,4700,923.05
NASDAQ,Bid,GOOG,2300,922.33
IEX,Ask,AAPL,3900,150.04
NASDAQ,Bid,GOOG,3400,921.96
IEX,Ask,GOOG,2200,921.07
NYSE,Bid,GOOG,2000,921.76
NASDAQ,Bid,AAPL,1600,149.91
IEX,Bid,GOOG,2900,920.84
NYSE,Ask,AAPL,1900,149.08
NYSE,Bid,AAPL,1700,148.75
NASDAQ,Ask,GOOG,3900,921.22
NYSE,Ask,AAPL,1900,148.05
IEX,Bid,AAPL,4200,147.41
NASDAQ,Ask,GOOG,1800,921.28
NYSE,Ask,AAPL,2400,146.9
